8.309927332840569836e-01,0.000000000000000000e+00,1.091122780795501512e+00
8.292135140539330651e-01,5.434952512428698618e-02,1.091122780795501512e+00
8.238834752534556216e-01,1.084663172381008650e-01,1.091122780795501512e+00
8.150254409270507594e-01,1.621186399294492486e-01,1.091122780795501512e+00
8.026773425376141358e-01,2.150767457157133355e-01,1.091122780795501512e+00
7.868920565381638532e-01,2.671138598576400236e-01,1.091122780795501512e+00
7.677371779467510038e-01,3.180071514435904856e-01,1.091122780795501512e+00
7.452947308942142746e-01,3.675386875857133973e-01,1.091122780795501512e+00
7.196608173842597989e-01,4.154963666420284363e-01,1.091122780795501512e+00
6.909452057699272398e-01,4.616748264682196679e-01,1.091122780795501512e+00
6.592708607086501527e-01,5.058763238098651360e-01,1.091122780795501512e+00
6.247734166087145491e-01,5.479115810694106248e-01,1.091122780795501512e+00
5.876005968219008002e-01,5.876005968219008002e-01,1.091122780795501512e+00
5.479115810694107358e-01,6.247734166087145491e-01,1.091122780795501512e+00
5.058763238098652470e-01,6.592708607086500416e-01,1.091122780795501512e+00
4.616748264682198344e-01,6.909452057699271288e-01,1.091122780795501512e+00
4.154963666420286028e-01,7.196608173842596878e-01,1.091122780795501512e+00
3.675386875857135638e-01,7.452947308942141635e-01,1.091122780795501512e+00
3.180071514435905411e-01,7.677371779467510038e-01,1.091122780795501512e+00
2.671138598576401346e-01,7.868920565381638532e-01,1.091122780795501512e+00
2.150767457157135298e-01,8.026773425376140247e-01,1.091122780795501512e+00
1.621186399294493319e-01,8.150254409270507594e-01,1.091122780795501512e+00
1.084663172381009899e-01,8.238834752534556216e-01,1.091122780795501512e+00
5.434952512428715965e-02,8.292135140539330651e-01,1.091122780795501512e+00
5.088362954655152906e-17,8.309927332840569836e-01,1.091122780795501512e+00
